0||11|2	-8.961340
0||11|3	-8.962044
0||11|4	-8.961337
0||11|5	-8.962278
0||11|6	-8.962278
0||11|7	-8.961337
0||11|8	-8.961341
0||11|9	-8.961344
0||12|0	-9.000000
0||12|10	-8.961428
0||12|11	-8.961428
0||12|12	-8.962281
0||12|13	-9.000000
0||12|14	-8.961759
0||12|2	-8.961338
0||12|3	-8.962042
0||12|4	-8.961334
0||12|5	-8.962274
0||12|6	-8.962274
0||12|7	-8.961335
0||12|8	-8.961338
0||12|9	-8.961340
0||13|0	-7.599672
0||13|10	-6.197552
0||13|11	-6.206056
0||13|12	-6.302866
0||13|13	-7.599672
0||13|14	-6.186535
0||13|2	-6.494625
0||13|3	-6.551270
0||13|4	-6.438153
0||13|5	-6.473639
0||13|6	-6.473996
0||13|7	-6.187941
0||13|8	-6.189430
0||13|9	-6.192351
0||14|0	2.720485
0||14|10	5.977755
0||14|11	5.963824
0||14|12	5.703983
0||14|13	4.637897
0||14|14	3.157709
0||14|2	5.996161
0||14|3	5.994096
0||14|4	5.996161
0||14|5	5.994101
0||14|6	5.993357
0||14|7	5.994516
0||14|8	5.991779
0||14|9	5.986479
0||2|0	15.888122
0||2|10	21.984628
0||2|11	21.945999
0||2|12	21.604081
0||2|13	18.862687
0||2|14	21.110339
0||2|2	22.200691
0||2|3	22.200405
0||2|4	17.885652
0||2|5	22.199777
0||2|6	22.198145
0||2|7	22.011373
0||2|8	22.005774
0||2|9	21.997174
0||3|0	13.469751
0||3|10	16.498030
0||3|11	16.478903
0||3|12	16.161517
0||3|13	14.913698
0||3|14	16.080460
0||3|2	16.520055
0||3|3	14.685258
0||3|4	16.520055
0||3|5	15.708163
0||3|6	15.707260
0||3|7	16.518044
0||3|8	16.515313
0||3|9	16.509257
0||4|0	27.179517
0||4|10	33.134772
0||4|11	33.081744
0||4|12	32.673424
0||4|13	28.911558
0||4|14	32.204283
0||4|2	31.287826
0||4|3	33.449920
0||4|4	33.448448
0||4|5	33.446908
0||4|6	33.442411
0||4|7	31.282801
0||4|8	33.169172
0||4|9	33.156853
0||5|0	13.469753
0||5|10	16.498032
0||5|11	16.478906
0||5|12	16.161518
0||5|13	14.913701
0||5|14	16.080461
0||5|2	16.520063
0||5|3	15.708163
0||5|4	16.520063
0||5|5	14.685263
0||5|6	15.707258
0||5|7	16.518046
0||5|8	16.515315
0||5|9	16.509259
0||6|0	13.468448
0||6|10	16.496503
0||6|11	16.477338
0||6|12	16.159886
0||6|13	14.912242
0||6|14	16.079233
0||6|2	16.518692
0||6|3	15.706976
0||6|4	16.518692
0||6|5	15.706970
0||6|6	14.683343
0||6|7	16.516620
0||6|8	16.513855
0||6|9	16.507772
0||7|0	15.880345
0||7|10	21.965056
0||7|11	21.925656
0||7|12	21.585613
0||7|13	18.856239
0||7|14	21.088952
0||7|2	22.011373
0||7|3	22.184534
0||7|4	17.874855
0||7|5	22.183936
0||7|6	22.182415
0||7|7	22.178409
0||7|8	21.986243
0||7|9	21.977575
0||8|0	-9.000000
0||8|10	-8.962975
0||8|11	-8.963174
0||8|12	-8.963174
0||8|13	-9.000000
0||8|14	-8.963676
0||8|2	-8.962815
0||8|3	-8.963766
0||8|4	-8.963012
0||8|5	-8.963981
0||8|6	-8.963981
0||8|7	-8.963010
0||8|8	-8.963979
0||8|9	-8.963018
0||9|0	-9.000000
0||9|10	-8.961135
0||9|11	-8.961135
0||9|12	-8.961135
0||9|13	-9.000000
0||9|14	-8.961496
0||9|2	-8.961066
0||9|3	-8.961776
0||9|4	-8.961061
0||9|5	-8.961990
0||9|6	-8.961990
0||9|7	-8.961061
0||9|8	-8.961065
0||9|9	-8.961990
10,10|||0	7.609556
10,10|||10	9.899197
10,10|||11	12.232970
10,10|||12	12.232970
10,10|||13	9.263225
10,10|||14	12.210518
10,10|||2	11.341759
